n,family,sample_index,q_score,p_value,compatible_at_alpha,hellinger_squared,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,perturbation_fraction,profile_m0,profile_m1,profile_m2,profile_m3,profile_m4,profile_m5
96,cover_deletion,10,24.070834314973883,0.9442231075697212,True,0.0053367411559556155,0.500438596491228,,0.0,0.0,0.13891323400525854,0.09202453987730061,0.07230499561787905,0.06266432953549518,0.054776511831726556,0.04732690622261174
96,cover_deletion,11,38.24715156641024,0.47410358565737054,True,0.00450253053874039,0.4934210526315789,,0.0,0.0,0.12355555555555556,0.10088888888888889,0.08222222222222222,0.06488888888888888,0.049777777777777775,0.051555555555555556
96,cover_deletion,12,50.91598782625141,0.13147410358565736,True,0.004971332995427069,0.5179824561403509,,0.0,0.0,0.12870448772226925,0.0821337849280271,0.07747671464860288,0.0554614733276884,0.0558848433530906,0.04741744284504657
96,cover_deletion,13,34.73081639175436,0.6135458167330677,True,0.005937990979212104,0.5096491228070176,,0.0,0.0,0.12435456110154905,0.08519793459552495,0.06841652323580034,0.05895008605851979,0.04948364888123924,0.050774526678141134
96,cover_deletion,14,25.781502557078547,0.896414342629482,True,0.005220200229662297,0.5002192982456141,,0.0,0.0,0.1297676457693994,0.09031126698816308,0.0797895659798334,0.06532222709338009,0.051731696624287594,0.048224462954844366
96,cover_deletion,15,22.14859407310292,0.9721115537848606,True,0.010221756080768252,0.4232456140350877,,0.0,0.0,0.15958549222797927,0.1077720207253886,0.07927461139896373,0.0694300518134715,0.054922279792746116,0.058031088082901555
96,cover_deletion,16,29.71017854836747,0.7808764940239044,True,0.005323740640732377,0.4868421052631579,,0.0,0.0,0.13918918918918918,0.09414414414414414,0.08783783783783784,0.06351351351351352,0.06576576576576576,0.044144144144144144
96,cover_deletion,17,36.06840976116166,0.5577689243027888,True,0.008550098083205504,0.47850877192982455,,0.0,0.0,0.13978001833180567,0.08890925756186985,0.08753437213565536,0.06095325389550871,0.06003666361136572,0.051329055912007336
96,cover_deletion,18,37.66805205467025,0.5059760956175299,True,0.005343155458472859,0.5269736842105263,,0.0,0.0,0.1319184352892218,0.10029130253849355,0.066167290886392,0.06450270495214315,0.04577611319184353,0.04910528506034124
96,cover_deletion,19,39.211095314317,0.450199203187251,True,0.008917598461379295,0.4618421052631579,,0.0,0.0,0.13437796771130103,0.10731244064577398,0.08784425451092118,0.0731244064577398,0.056505223171889836,0.05270655270655271
96,cover_deletion,20,28.04024947379734,0.8565737051792829,True,0.004516795963117826,0.5107456140350877,,0.0,0.0,0.1258050665521683,0.09660798626019751,0.0781451266638042,0.059252898239587806,0.04937741519965651,0.0446543580936024
