sample_index,lambda,closure_probability_error
1504,2.0,6.938893903907228e-18
1505,0.5,5.551115123125783e-17
1505,1.0,5.551115123125783e-17
1505,2.0,1.6653345369377348e-16
1506,0.5,5.551115123125783e-17
1506,1.0,8.326672684688674e-17
1506,2.0,5.551115123125783e-17
1507,0.5,5.551115123125783e-17
1507,1.0,2.7755575615628914e-17
1507,2.0,5.551115123125783e-17
1508,0.5,5.551115123125783e-17
1508,1.0,2.7755575615628914e-17
1508,2.0,1.1102230246251565e-16
1509,0.5,5.551115123125783e-17
1509,1.0,8.326672684688674e-17
1509,2.0,1.1102230246251565e-16
1510,0.5,1.1102230246251565e-16
1510,1.0,1.6653345369377348e-16
1510,2.0,1.1102230246251565e-16
1511,0.5,5.551115123125783e-17
1511,1.0,2.7755575615628914e-17
1511,2.0,1.1102230246251565e-16
1512,0.5,8.326672684688674e-17
1512,1.0,5.551115123125783e-17
1512,2.0,8.326672684688674e-17
1513,0.5,5.551115123125783e-17
1513,1.0,1.1102230246251565e-16
1513,2.0,1.1102230246251565e-16
1514,0.5,2.7755575615628914e-17
1514,1.0,5.551115123125783e-17
1514,2.0,1.1102230246251565e-16
1515,0.5,5.551115123125783e-17
1515,1.0,5.551115123125783e-17
1515,2.0,5.551115123125783e-17
1516,0.5,5.551115123125783e-17
1516,1.0,5.551115123125783e-17
1516,2.0,5.551115123125783e-17
1517,0.5,2.7755575615628914e-17
1517,1.0,1.1102230246251565e-16
1517,2.0,1.1102230246251565e-16
1518,0.5,5.551115123125783e-17
1518,1.0,2.7755575615628914e-17
1518,2.0,8.673617379884035e-19
1519,0.5,5.551115123125783e-17
1519,1.0,5.551115123125783e-17
1519,2.0,6.938893903907228e-17
1520,0.5,2.7755575615628914e-17
1520,1.0,2.7755575615628914e-17
1520,2.0,5.551115123125783e-17
1521,0.5,5.551115123125783e-17
1521,1.0,1.1102230246251565e-16
1521,2.0,1.1102230246251565e-16
1522,0.5,5.551115123125783e-17
1522,1.0,2.7755575615628914e-17
1522,2.0,8.326672684688674e-17
1523,0.5,5.551115123125783e-17
1523,1.0,2.7755575615628914e-17
1523,2.0,1.1102230246251565e-16
1524,0.5,5.551115123125783e-17
1524,1.0,5.551115123125783e-17
1524,2.0,2.220446049250313e-16
1525,0.5,5.551115123125783e-17
1525,1.0,2.7755575615628914e-17
1525,2.0,1.1102230246251565e-16
1526,0.5,2.7755575615628914e-17
1526,1.0,5.551115123125783e-17
1526,2.0,1.1102230246251565e-16
1527,0.5,5.551115123125783e-17
1527,1.0,5.551115123125783e-17
1527,2.0,1.1102230246251565e-16
1528,0.5,2.7755575615628914e-17
1528,1.0,1.6653345369377348e-16
1528,2.0,1.1102230246251565e-16
1529,0.5,5.551115123125783e-17
1529,1.0,8.326672684688674e-17
1529,2.0,1.1102230246251565e-16
1530,0.5,5.551115123125783e-17
1530,1.0,5.551115123125783e-17
1530,2.0,5.551115123125783e-17
1531,0.5,5.551115123125783e-17
1531,1.0,1.1102230246251565e-16
1531,2.0,1.1102230246251565e-16
1532,0.5,5.551115123125783e-17
1532,1.0,8.326672684688674e-17
1532,2.0,1.1102230246251565e-16
1533,0.5,5.551115123125783e-17
1533,1.0,5.551115123125783e-17
1533,2.0,1.1102230246251565e-16
1534,0.5,5.551115123125783e-17
1534,1.0,5.551115123125783e-17
1534,2.0,5.551115123125783e-17
1535,0.5,2.7755575615628914e-17
1535,1.0,5.551115123125783e-17
1535,2.0,5.551115123125783e-17
1536,0.5,2.7755575615628914e-17
1536,1.0,5.551115123125783e-17
1536,2.0,1.1102230246251565e-16
1537,0.5,2.7755575615628914e-17
1537,1.0,5.551115123125783e-17
1537,2.0,1.3877787807814457e-17
1538,0.5,5.551115123125783e-17
1538,1.0,2.7755575615628914e-17
1538,2.0,5.551115123125783e-17
1539,0.5,5.551115123125783e-17
1539,1.0,5.551115123125783e-17
1539,2.0,2.7755575615628914e-17
1540,0.5,8.326672684688674e-17
1540,1.0,5.551115123125783e-17
1540,2.0,5.551115123125783e-17
1541,0.5,8.326672684688674e-17
1541,1.0,2.7755575615628914e-17
1541,2.0,1.1102230246251565e-16
1542,0.5,5.551115123125783e-17
1542,1.0,5.551115123125783e-17
1542,2.0,2.220446049250313e-16
1543,0.5,8.326672684688674e-17
1543,1.0,5.551115123125783e-17
1543,2.0,1.1102230246251565e-16
1544,0.5,5.551115123125783e-17
1544,1.0,1.1102230246251565e-16
1544,2.0,2.220446049250313e-16
1545,0.5,5.551115123125783e-17
1545,1.0,1.1102230246251565e-16
1545,2.0,1.1102230246251565e-16
1546,0.5,5.551115123125783e-17
1546,1.0,1.6653345369377348e-16
1546,2.0,1.1102230246251565e-16
1547,0.5,5.551115123125783e-17
1547,1.0,5.551115123125783e-17
1547,2.0,1.6653345369377348e-16
1548,0.5,8.326672684688674e-17
1548,1.0,5.551115123125783e-17
1548,2.0,8.326672684688674e-17
1549,0.5,5.551115123125783e-17
1549,1.0,1.1102230246251565e-16
1549,2.0,1.1102230246251565e-16
1550,0.5,5.551115123125783e-17
1550,1.0,1.1102230246251565e-16
1550,2.0,1.1102230246251565e-16
1551,0.5,5.551115123125783e-17
1551,1.0,2.7755575615628914e-17
1551,2.0,8.326672684688674e-17
1552,0.5,8.326672684688674e-17
1552,1.0,8.326672684688674e-17
1552,2.0,8.326672684688674e-17
1553,0.5,5.551115123125783e-17
1553,1.0,5.551115123125783e-17
1553,2.0,1.1102230246251565e-16
1554,0.5,5.551115123125783e-17
1554,1.0,5.551115123125783e-17
1554,2.0,5.551115123125783e-17
1555,0.5,2.7755575615628914e-17
1555,1.0,5.551115123125783e-17
1555,2.0,1.6653345369377348e-16
1556,0.5,5.551115123125783e-17
1556,1.0,5.551115123125783e-17
1556,2.0,5.551115123125783e-17
1557,0.5,5.551115123125783e-17
1557,1.0,5.551115123125783e-17
1557,2.0,1.1102230246251565e-16
1558,0.5,5.551115123125783e-17
1558,1.0,5.551115123125783e-17
1558,2.0,5.551115123125783e-17
1559,0.5,5.551115123125783e-17
1559,1.0,5.551115123125783e-17
1559,2.0,1.1102230246251565e-16
1560,0.5,8.326672684688674e-17
1560,1.0,5.551115123125783e-17
1560,2.0,1.1102230246251565e-16
1561,0.5,8.326672684688674e-17
1561,1.0,5.551115123125783e-17
1561,2.0,8.326672684688674e-17
1562,0.5,5.551115123125783e-17
1562,1.0,5.551115123125783e-17
1562,2.0,5.551115123125783e-17
1563,0.5,5.551115123125783e-17
1563,1.0,5.551115123125783e-17
1563,2.0,1.3877787807814457e-17
1564,0.5,2.7755575615628914e-17
1564,1.0,5.551115123125783e-17
1564,2.0,1.1102230246251565e-16
1565,0.5,5.551115123125783e-17
1565,1.0,5.551115123125783e-17
1565,2.0,1.1102230246251565e-16
1566,0.5,0.0
1566,1.0,5.551115123125783e-17
1566,2.0,5.551115123125783e-17
1567,0.5,5.551115123125783e-17
1567,1.0,8.326672684688674e-17
1567,2.0,1.1102230246251565e-16
1568,0.5,5.551115123125783e-17
1568,1.0,2.7755575615628914e-17
1568,2.0,1.1102230246251565e-16
1569,0.5,5.551115123125783e-17
1569,1.0,8.326672684688674e-17
1569,2.0,2.220446049250313e-16
1570,0.5,5.551115123125783e-17
1570,1.0,5.551115123125783e-17
1570,2.0,1.1102230246251565e-16
1571,0.5,5.551115123125783e-17
1571,1.0,5.551115123125783e-17
1571,2.0,1.1102230246251565e-16
1572,0.5,5.551115123125783e-17
1572,1.0,5.551115123125783e-17
1572,2.0,2.7755575615628914e-17
1573,0.5,8.326672684688674e-17
1573,1.0,5.551115123125783e-17
1573,2.0,5.551115123125783e-17
1574,0.5,2.7755575615628914e-17
1574,1.0,2.7755575615628914e-17
1574,2.0,1.1102230246251565e-16
1575,0.5,5.551115123125783e-17
1575,1.0,5.551115123125783e-17
1575,2.0,1.1102230246251565e-16
1576,0.5,5.551115123125783e-17
1576,1.0,1.1102230246251565e-16
1576,2.0,1.6653345369377348e-16
1577,0.5,5.551115123125783e-17
1577,1.0,1.1102230246251565e-16
1577,2.0,2.220446049250313e-16
1578,0.5,5.551115123125783e-17
1578,1.0,2.7755575615628914e-17
1578,2.0,2.7755575615628914e-17
1579,0.5,5.551115123125783e-17
1579,1.0,5.551115123125783e-17
1579,2.0,5.551115123125783e-17
1580,0.5,5.551115123125783e-17
1580,1.0,1.1102230246251565e-16
1580,2.0,2.7755575615628914e-17
1581,0.5,5.551115123125783e-17
1581,1.0,8.326672684688674e-17
1581,2.0,5.551115123125783e-17
1582,0.5,2.7755575615628914e-17
1582,1.0,1.1102230246251565e-16
1582,2.0,2.7755575615628914e-17
1583,0.5,2.7755575615628914e-17
1583,1.0,5.551115123125783e-17
1583,2.0,1.1102230246251565e-16
1584,0.5,8.326672684688674e-17
1584,1.0,2.7755575615628914e-17
1584,2.0,5.551115123125783e-17
1585,0.5,5.551115123125783e-17
1585,1.0,2.7755575615628914e-17
1585,2.0,1.1102230246251565e-16
1586,0.5,2.7755575615628914e-17
1586,1.0,5.551115123125783e-17
1586,2.0,5.551115123125783e-17
1587,0.5,5.551115123125783e-17
1587,1.0,5.551115123125783e-17
1587,2.0,5.551115123125783e-17
1588,0.5,8.326672684688674e-17
1588,1.0,8.326672684688674e-17
1588,2.0,1.1102230246251565e-16
1589,0.5,5.551115123125783e-17
1589,1.0,2.7755575615628914e-17
1589,2.0,5.551115123125783e-17
1590,0.5,8.326672684688674e-17
1590,1.0,5.551115123125783e-17
1590,2.0,5.551115123125783e-17
1591,0.5,5.551115123125783e-17
1591,1.0,2.7755575615628914e-17
1591,2.0,1.1102230246251565e-16
1592,0.5,5.551115123125783e-17
1592,1.0,5.551115123125783e-17
1592,2.0,1.6653345369377348e-16
1593,0.5,2.7755575615628914e-17
1593,1.0,5.551115123125783e-17
1593,2.0,1.1102230246251565e-16
1594,0.5,8.326672684688674e-17
1594,1.0,2.7755575615628914e-17
1594,2.0,5.551115123125783e-17
1595,0.5,5.551115123125783e-17
1595,1.0,5.551115123125783e-17
1595,2.0,5.551115123125783e-17
1596,0.5,2.7755575615628914e-17
1596,1.0,2.7755575615628914e-17
1596,2.0,1.1102230246251565e-16
1597,0.5,5.551115123125783e-17
1597,1.0,5.551115123125783e-17
1597,2.0,1.1102230246251565e-16
1598,0.5,5.551115123125783e-17
1598,1.0,5.551115123125783e-17
1598,2.0,2.220446049250313e-16
1599,0.5,8.326672684688674e-17
1599,1.0,5.551115123125783e-17
1599,2.0,1.1102230246251565e-16
1600,0.5,5.551115123125783e-17
1600,1.0,5.551115123125783e-17
1600,2.0,5.551115123125783e-17
1601,0.5,5.551115123125783e-17
1601,1.0,5.551115123125783e-17
1601,2.0,1.1102230246251565e-16
1602,0.5,2.7755575615628914e-17
1602,1.0,5.551115123125783e-17
1602,2.0,1.6653345369377348e-16
1603,0.5,1.1102230246251565e-16
1603,1.0,1.3877787807814457e-17
1603,2.0,1.1102230246251565e-16
1604,0.5,2.7755575615628914e-17
1604,1.0,5.551115123125783e-17
1604,2.0,1.1102230246251565e-16
1605,0.5,2.7755575615628914e-17
1605,1.0,5.551115123125783e-17
1605,2.0,1.1102230246251565e-16
1606,0.5,8.326672684688674e-17
1606,1.0,1.1102230246251565e-16
1606,2.0,5.551115123125783e-17
1607,0.5,5.551115123125783e-17
1607,1.0,5.551115123125783e-17
1607,2.0,1.1102230246251565e-16
1608,0.5,5.551115123125783e-17
1608,1.0,5.551115123125783e-17
1608,2.0,5.551115123125783e-17
1609,0.5,8.326672684688674e-17
1609,1.0,5.551115123125783e-17
1609,2.0,1.1102230246251565e-16
1610,0.5,1.1102230246251565e-16
1610,1.0,4.163336342344337e-17
1610,2.0,8.326672684688674e-17
1611,0.5,2.7755575615628914e-17
1611,1.0,2.7755575615628914e-17
1611,2.0,1.1102230246251565e-16
1612,0.5,5.551115123125783e-17
1612,1.0,5.551115123125783e-17
1612,2.0,1.6653345369377348e-16
1613,0.5,5.551115123125783e-17
1613,1.0,1.1102230246251565e-16
1613,2.0,1.1102230246251565e-16
1614,0.5,2.7755575615628914e-17
1614,1.0,2.7755575615628914e-17
1614,2.0,5.551115123125783e-17
1615,0.5,2.7755575615628914e-17
1615,1.0,5.551115123125783e-17
1615,2.0,5.551115123125783e-17
1616,0.5,2.7755575615628914e-17
1616,1.0,2.7755575615628914e-17
1616,2.0,2.7755575615628914e-17
1617,0.5,2.7755575615628914e-17
1617,1.0,2.7755575615628914e-17
1617,2.0,5.551115123125783e-17
1618,0.5,5.551115123125783e-17
1618,1.0,2.7755575615628914e-17
1618,2.0,8.326672684688674e-17
1619,0.5,5.551115123125783e-17
1619,1.0,5.551115123125783e-17
1619,2.0,8.326672684688674e-17
1620,0.5,5.551115123125783e-17
1620,1.0,2.7755575615628914e-17
1620,2.0,5.551115123125783e-17
1621,0.5,2.7755575615628914e-17
1621,1.0,5.551115123125783e-17
1621,2.0,1.1102230246251565e-16
1622,0.5,5.551115123125783e-17
1622,1.0,1.1102230246251565e-16
1622,2.0,1.1102230246251565e-16
1623,0.5,2.7755575615628914e-17
1623,1.0,2.7755575615628914e-17
1623,2.0,1.1102230246251565e-16
1624,0.5,5.551115123125783e-17
1624,1.0,5.551115123125783e-17
1624,2.0,1.1102230246251565e-16
1625,0.5,5.551115123125783e-17
1625,1.0,2.7755575615628914e-17
1625,2.0,5.551115123125783e-17
1626,0.5,5.551115123125783e-17
1626,1.0,5.551115123125783e-17
1626,2.0,1.1102230246251565e-16
1627,0.5,5.551115123125783e-17
1627,1.0,5.551115123125783e-17
1627,2.0,6.938893903907228e-18
1628,0.5,2.7755575615628914e-17
1628,1.0,2.7755575615628914e-17
1628,2.0,1.1102230246251565e-16
1629,0.5,5.551115123125783e-17
1629,1.0,5.551115123125783e-17
1629,2.0,2.220446049250313e-16
1630,0.5,2.7755575615628914e-17
1630,1.0,5.551115123125783e-17
1630,2.0,5.551115123125783e-17
1631,0.5,5.551115123125783e-17
1631,1.0,5.551115123125783e-17
1631,2.0,2.220446049250313e-16
1632,0.5,1.1102230246251565e-16
1632,1.0,5.551115123125783e-17
1632,2.0,1.1102230246251565e-16
1633,0.5,5.551115123125783e-17
1633,1.0,2.7755575615628914e-17
1633,2.0,1.1102230246251565e-16
1634,0.5,2.7755575615628914e-17
1634,1.0,1.1102230246251565e-16
1634,2.0,1.1102230246251565e-16
1635,0.5,5.551115123125783e-17
1635,1.0,5.551115123125783e-17
1635,2.0,2.220446049250313e-16
1636,0.5,5.551115123125783e-17
1636,1.0,5.551115123125783e-17
1636,2.0,1.1102230246251565e-16
1637,0.5,2.7755575615628914e-17
1637,1.0,1.1102230246251565e-16
1637,2.0,1.1102230246251565e-16
1638,0.5,5.551115123125783e-17
1638,1.0,1.1102230246251565e-16
1638,2.0,5.551115123125783e-17
1639,0.5,5.551115123125783e-17
1639,1.0,5.551115123125783e-17
1639,2.0,1.1102230246251565e-16
1640,0.5,5.551115123125783e-17
1640,1.0,1.1102230246251565e-16
1640,2.0,6.938893903907228e-18
1641,0.5,5.551115123125783e-17
1641,1.0,5.551115123125783e-17
1641,2.0,1.1102230246251565e-16
1642,0.5,5.551115123125783e-17
1642,1.0,5.551115123125783e-17
1642,2.0,5.551115123125783e-17
1643,0.5,5.551115123125783e-17
1643,1.0,5.551115123125783e-17
1643,2.0,5.551115123125783e-17
1644,0.5,5.551115123125783e-17
1644,1.0,5.551115123125783e-17
1644,2.0,1.1102230246251565e-16
1645,0.5,2.7755575615628914e-17
1645,1.0,5.551115123125783e-17
1645,2.0,5.551115123125783e-17
1646,0.5,5.551115123125783e-17
1646,1.0,5.551115123125783e-17
1646,2.0,5.551115123125783e-17
1647,0.5,5.551115123125783e-17
1647,1.0,5.551115123125783e-17
1647,2.0,5.551115123125783e-17
1648,0.5,2.7755575615628914e-17
1648,1.0,5.551115123125783e-17
1648,2.0,1.6653345369377348e-16
1649,0.5,5.551115123125783e-17
1649,1.0,2.7755575615628914e-17
1649,2.0,5.551115123125783e-17
1650,0.5,5.551115123125783e-17
1650,1.0,5.551115123125783e-17
1650,2.0,2.220446049250313e-16
1651,0.5,1.1102230246251565e-16
1651,1.0,2.7755575615628914e-17
1651,2.0,1.1102230246251565e-16
1652,0.5,5.551115123125783e-17
1652,1.0,5.551115123125783e-17
1652,2.0,5.551115123125783e-17
1653,0.5,5.551115123125783e-17
1653,1.0,5.551115123125783e-17
1653,2.0,1.1102230246251565e-16
1654,0.5,5.551115123125783e-17
1654,1.0,5.551115123125783e-17
1654,2.0,1.1102230246251565e-16
1655,0.5,5.551115123125783e-17
1655,1.0,5.551115123125783e-17
1655,2.0,5.551115123125783e-17
1656,0.5,5.551115123125783e-17
1656,1.0,5.551115123125783e-17
1656,2.0,1.1102230246251565e-16
1657,0.5,5.551115123125783e-17
1657,1.0,1.3877787807814457e-17
1657,2.0,5.551115123125783e-17
1658,0.5,8.326672684688674e-17
1658,1.0,5.551115123125783e-17
1658,2.0,5.551115123125783e-17
1659,0.5,2.7755575615628914e-17
1659,1.0,2.7755575615628914e-17
1659,2.0,1.1102230246251565e-16
1660,0.5,2.7755575615628914e-17
1660,1.0,5.551115123125783e-17
1660,2.0,1.1102230246251565e-16
1661,0.5,5.551115123125783e-17
1661,1.0,5.551115123125783e-17
1661,2.0,5.551115123125783e-17
1662,0.5,1.1102230246251565e-16
1662,1.0,5.551115123125783e-17
1662,2.0,5.551115123125783e-17
1663,0.5,5.551115123125783e-17
1663,1.0,5.551115123125783e-17
1663,2.0,2.7755575615628914e-17
1664,0.5,5.551115123125783e-17
1664,1.0,5.551115123125783e-17
1664,2.0,3.469446951953614e-17
1665,0.5,5.551115123125783e-17
1665,1.0,5.551115123125783e-17
1665,2.0,1.1102230246251565e-16
1666,0.5,5.551115123125783e-17
1666,1.0,5.551115123125783e-17
1666,2.0,1.1102230246251565e-16
1667,0.5,5.551115123125783e-17
1667,1.0,5.551115123125783e-17
1667,2.0,1.3877787807814457e-17
1668,0.5,5.551115123125783e-17
1668,1.0,8.326672684688674e-17
1668,2.0,2.7755575615628914e-17
1669,0.5,8.326672684688674e-17
1669,1.0,8.326672684688674e-17
1669,2.0,5.551115123125783e-17
1670,0.5,5.551115123125783e-17
1670,1.0,8.326672684688674e-17
1670,2.0,5.551115123125783e-17
1671,0.5,5.551115123125783e-17
1671,1.0,5.551115123125783e-17
1671,2.0,1.1102230246251565e-16
1672,0.5,5.551115123125783e-17
1672,1.0,5.551115123125783e-17
1672,2.0,1.1102230246251565e-16
1673,0.5,5.551115123125783e-17
1673,1.0,5.551115123125783e-17
1673,2.0,1.1102230246251565e-16
1674,0.5,2.7755575615628914e-17
1674,1.0,5.551115123125783e-17
1674,2.0,5.551115123125783e-17
1675,0.5,5.551115123125783e-17
1675,1.0,5.551115123125783e-17
1675,2.0,5.551115123125783e-17
1676,0.5,2.7755575615628914e-17
1676,1.0,2.7755575615628914e-17
1676,2.0,1.1102230246251565e-16
1677,0.5,5.551115123125783e-17
1677,1.0,5.551115123125783e-17
1677,2.0,1.1102230246251565e-16
1678,0.5,5.551115123125783e-17
1678,1.0,5.551115123125783e-17
1678,2.0,1.1102230246251565e-16
1679,0.5,5.551115123125783e-17
1679,1.0,5.551115123125783e-17
1679,2.0,1.1102230246251565e-16
1680,0.5,5.551115123125783e-17
1680,1.0,5.551115123125783e-17
1680,2.0,1.1102230246251565e-16
1681,0.5,2.7755575615628914e-17
1681,1.0,5.551115123125783e-17
1681,2.0,1.1102230246251565e-16
1682,0.5,2.7755575615628914e-17
1682,1.0,5.551115123125783e-17
1682,2.0,5.551115123125783e-17
1683,0.5,5.551115123125783e-17
1683,1.0,8.326672684688674e-17
1683,2.0,5.551115123125783e-17
1684,0.5,5.551115123125783e-17
1684,1.0,5.551115123125783e-17
1684,2.0,1.1102230246251565e-16
1685,0.5,5.551115123125783e-17
1685,1.0,5.551115123125783e-17
1685,2.0,5.551115123125783e-17
1686,0.5,5.551115123125783e-17
1686,1.0,1.3877787807814457e-17
1686,2.0,1.1102230246251565e-16
1687,0.5,2.7755575615628914e-17
1687,1.0,5.551115123125783e-17
1687,2.0,5.551115123125783e-17
1688,0.5,2.7755575615628914e-17
1688,1.0,5.551115123125783e-17
1688,2.0,5.551115123125783e-17
1689,0.5,5.551115123125783e-17
1689,1.0,5.551115123125783e-17
1689,2.0,1.1102230246251565e-16
1690,0.5,5.551115123125783e-17
1690,1.0,5.551115123125783e-17
1690,2.0,1.1102230246251565e-16
1691,0.5,5.551115123125783e-17
1691,1.0,1.3877787807814457e-17
1691,2.0,1.1102230246251565e-16
1692,0.5,5.551115123125783e-17
1692,1.0,2.7755575615628914e-17
1692,2.0,1.1102230246251565e-16
1693,0.5,2.7755575615628914e-17
1693,1.0,1.1102230246251565e-16
1693,2.0,1.1102230246251565e-16
1694,0.5,5.551115123125783e-17
1694,1.0,2.7755575615628914e-17
1694,2.0,4.163336342344337e-17
1695,0.5,2.7755575615628914e-17
1695,1.0,5.551115123125783e-17
1695,2.0,5.551115123125783e-17
1696,0.5,5.551115123125783e-17
1696,1.0,5.551115123125783e-17
1696,2.0,2.7755575615628914e-17
1697,0.5,5.551115123125783e-17
1697,1.0,5.551115123125783e-17
1697,2.0,1.1102230246251565e-16
1698,0.5,1.1102230246251565e-16
1698,1.0,5.551115123125783e-17
1698,2.0,2.7755575615628914e-17
1699,0.5,2.7755575615628914e-17
1699,1.0,5.551115123125783e-17
1699,2.0,1.1102230246251565e-16
1700,0.5,2.7755575615628914e-17
1700,1.0,1.1102230246251565e-16
1700,2.0,1.1102230246251565e-16
1701,0.5,5.551115123125783e-17
1701,1.0,5.551115123125783e-17
1701,2.0,5.551115123125783e-17
1702,0.5,8.326672684688674e-17
1702,1.0,2.7755575615628914e-17
1702,2.0,2.220446049250313e-16
1703,0.5,2.7755575615628914e-17
1703,1.0,8.326672684688674e-17
1703,2.0,1.1102230246251565e-16
1704,0.5,8.326672684688674e-17
1704,1.0,5.551115123125783e-17
1704,2.0,1.1102230246251565e-16
1705,0.5,5.551115123125783e-17
1705,1.0,5.551115123125783e-17
1705,2.0,1.1102230246251565e-16
1706,0.5,2.7755575615628914e-17
1706,1.0,5.551115123125783e-17
1706,2.0,2.7755575615628914e-17
1707,0.5,2.7755575615628914e-17
1707,1.0,5.551115123125783e-17
1707,2.0,1.1102230246251565e-16
1708,0.5,5.551115123125783e-17
1708,1.0,5.551115123125783e-17
1708,2.0,5.551115123125783e-17
1709,0.5,5.551115123125783e-17
1709,1.0,2.7755575615628914e-17
1709,2.0,5.551115123125783e-17
1710,0.5,2.7755575615628914e-17
1710,1.0,1.1102230246251565e-16
1710,2.0,5.551115123125783e-17
1711,0.5,0.0
1711,1.0,5.551115123125783e-17
1711,2.0,1.6653345369377348e-16
1712,0.5,5.551115123125783e-17
1712,1.0,5.551115123125783e-17
1712,2.0,1.1102230246251565e-16
1713,0.5,2.7755575615628914e-17
1713,1.0,2.7755575615628914e-17
1713,2.0,1.1102230246251565e-16
1714,0.5,2.7755575615628914e-17
1714,1.0,5.551115123125783e-17
1714,2.0,5.551115123125783e-17
1715,0.5,5.551115123125783e-17
1715,1.0,5.551115123125783e-17
1715,2.0,5.551115123125783e-17
1716,0.5,8.326672684688674e-17
1716,1.0,5.551115123125783e-17
1716,2.0,1.6653345369377348e-16
1717,0.5,2.7755575615628914e-17
1717,1.0,5.551115123125783e-17
1717,2.0,2.7755575615628914e-17
1718,0.5,8.326672684688674e-17
1718,1.0,5.551115123125783e-17
1718,2.0,1.1102230246251565e-16
1719,0.5,2.7755575615628914e-17
1719,1.0,2.7755575615628914e-17
1719,2.0,4.163336342344337e-17
1720,0.5,5.551115123125783e-17
1720,1.0,5.551115123125783e-17
1720,2.0,1.1102230246251565e-16
1721,0.5,5.551115123125783e-17
1721,1.0,2.7755575615628914e-17
1721,2.0,8.326672684688674e-17
1722,0.5,2.7755575615628914e-17
1722,1.0,5.551115123125783e-17
1722,2.0,5.551115123125783e-17
1723,0.5,5.551115123125783e-17
1723,1.0,2.7755575615628914e-17
1723,2.0,5.551115123125783e-17
1724,0.5,5.551115123125783e-17
1724,1.0,5.551115123125783e-17
1724,2.0,1.1102230246251565e-16
1725,0.5,2.7755575615628914e-17
1725,1.0,5.551115123125783e-17
1725,2.0,1.1102230246251565e-16
1726,0.5,5.551115123125783e-17
1726,1.0,5.551115123125783e-17
1726,2.0,2.220446049250313e-16
1727,0.5,2.7755575615628914e-17
1727,1.0,2.7755575615628914e-17
1727,2.0,5.551115123125783e-17
1728,0.5,5.551115123125783e-17
1728,1.0,5.551115123125783e-17
1728,2.0,1.1102230246251565e-16
1729,0.5,5.551115123125783e-17
1729,1.0,5.551115123125783e-17
1729,2.0,2.7755575615628914e-17
1730,0.5,2.7755575615628914e-17
1730,1.0,2.7755575615628914e-17
1730,2.0,2.220446049250313e-16
1731,0.5,1.1102230246251565e-16
1731,1.0,8.326672684688674e-17
1731,2.0,1.1102230246251565e-16
1732,0.5,2.7755575615628914e-17
1732,1.0,5.551115123125783e-17
1732,2.0,1.1102230246251565e-16
1733,0.5,5.551115123125783e-17
1733,1.0,5.551115123125783e-17
1733,2.0,1.6653345369377348e-16
1734,0.5,5.551115123125783e-17
1734,1.0,5.551115123125783e-17
1734,2.0,2.220446049250313e-16
1735,0.5,8.326672684688674e-17
1735,1.0,2.7755575615628914e-17
1735,2.0,5.551115123125783e-17
1736,0.5,5.551115123125783e-17
1736,1.0,5.551115123125783e-17
1736,2.0,1.1102230246251565e-16
1737,0.5,5.551115123125783e-17
1737,1.0,5.551115123125783e-17
1737,2.0,1.1102230246251565e-16
1738,0.5,5.551115123125783e-17
1738,1.0,5.551115123125783e-17
1738,2.0,1.1102230246251565e-16
1739,0.5,5.551115123125783e-17
1739,1.0,1.1102230246251565e-16
1739,2.0,1.6653345369377348e-16
1740,0.5,8.326672684688674e-17
1740,1.0,5.551115123125783e-17
1740,2.0,1.3877787807814457e-17
1741,0.5,2.7755575615628914e-17
1741,1.0,5.551115123125783e-17
1741,2.0,5.551115123125783e-17
1742,0.5,2.7755575615628914e-17
1742,1.0,5.551115123125783e-17
1742,2.0,5.551115123125783e-17
1743,0.5,5.551115123125783e-17
1743,1.0,5.551115123125783e-17
1743,2.0,2.7755575615628914e-17
1744,0.5,2.7755575615628914e-17
1744,1.0,5.551115123125783e-17
1744,2.0,1.1102230246251565e-16
1745,0.5,2.7755575615628914e-17
1745,1.0,1.1102230246251565e-16
1745,2.0,5.551115123125783e-17
1746,0.5,5.551115123125783e-17
1746,1.0,1.1102230246251565e-16
1746,2.0,1.1102230246251565e-16
1747,0.5,5.551115123125783e-17
1747,1.0,5.551115123125783e-17
1747,2.0,5.551115123125783e-17
1748,0.5,5.551115123125783e-17
1748,1.0,5.551115123125783e-17
1748,2.0,5.551115123125783e-17
1749,0.5,5.551115123125783e-17
1749,1.0,5.551115123125783e-17
1749,2.0,5.551115123125783e-17
1750,0.5,2.7755575615628914e-17
1750,1.0,5.551115123125783e-17
1750,2.0,8.326672684688674e-17
1751,0.5,5.551115123125783e-17
1751,1.0,5.551115123125783e-17
1751,2.0,1.1102230246251565e-16
1752,0.5,2.7755575615628914e-17
1752,1.0,5.551115123125783e-17
1752,2.0,1.1102230246251565e-16
1753,0.5,5.551115123125783e-17
1753,1.0,5.551115123125783e-17
1753,2.0,1.1102230246251565e-16
1754,0.5,5.551115123125783e-17
1754,1.0,1.1102230246251565e-16
1754,2.0,1.1102230246251565e-16
1755,0.5,5.551115123125783e-17
1755,1.0,1.1102230246251565e-16
1755,2.0,1.1102230246251565e-16
1756,0.5,5.551115123125783e-17
1756,1.0,5.551115123125783e-17
1756,2.0,1.1102230246251565e-16
1757,0.5,2.7755575615628914e-17
1757,1.0,8.326672684688674e-17
1757,2.0,5.551115123125783e-17
1758,0.5,5.551115123125783e-17
