n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
256,21,beta_skew_opposed,True,True,True,True,True,0.29513196225886196,0.07404601825233914,0.41357247468286074,0.21043051995850598
256,21,beta_edge_concentrated,True,True,True,True,True,0.2569424415662367,0.07404601825233914,0.14804859139607202,0.06957977814704777
256,22,power_anisotropic,True,True,True,True,True,0.32396023191424184,0.060107461077001934,0.4809775710076877,0.2353711319591123
256,22,beta_skew_opposed,True,True,True,True,True,0.27596869233696486,0.060107461077001934,0.4361670942511561,0.21070336990185817
256,22,beta_edge_concentrated,True,True,True,True,True,0.2852020247547836,0.060107461077001934,0.13399683249783756,0.07094327290009933
256,23,power_anisotropic,True,True,True,True,True,0.3230379060991463,0.04257946637332899,0.4811641379242544,0.23084773090651625
256,23,beta_skew_opposed,True,True,True,True,True,0.26877587817263277,0.04257946637332899,0.4184926773747638,0.2115227937559715
256,23,beta_edge_concentrated,True,True,True,True,True,0.28019826984609303,0.04257946637332899,0.13468780664848612,0.06850979297914722
256,24,power_anisotropic,True,True,True,True,True,0.31138088152728455,0.06952509265984408,0.4986990946618643,0.23962319926683506
256,24,beta_skew_opposed,True,True,True,True,True,0.288144299527682,0.06952509265984408,0.41063420129566686,0.22337668843509126
256,24,beta_edge_concentrated,True,True,True,True,True,0.2622296843679266,0.06952509265984408,0.16328767247214296,0.06941780695066742
256,25,power_anisotropic,True,True,True,True,True,0.3140290072228766,0.04207002362074408,0.5031685960908651,0.23506636121381574
256,25,beta_skew_opposed,True,True,True,True,True,0.3010930350171261,0.04207002362074408,0.4141415914122155,0.21718985202466543
256,25,beta_edge_concentrated,True,True,True,True,True,0.2561648743286424,0.04207002362074408,0.1289421591463643,0.06615706770184093
256,26,power_anisotropic,True,True,True,True,True,0.3341182931231504,0.06472360573486502,0.490586620577907,0.23848010205178807
256,26,beta_skew_opposed,True,True,True,True,True,0.2851696284380934,0.06472360573486502,0.4426383238389541,0.21096237712719468
256,26,beta_edge_concentrated,True,True,True,True,True,0.273625748895127,0.06472360573486502,0.15128853476826176,0.06945311949372347
256,27,power_anisotropic,True,True,True,True,True,0.31879494702275935,0.05571149396738573,0.5078181713616838,0.23474823161663733
256,27,beta_skew_opposed,True,True,True,True,True,0.2919020626445424,0.05571149396738573,0.3925876813146244,0.22036841581122815
256,27,beta_edge_concentrated,True,True,True,True,True,0.2589733043221673,0.05571149396738573,0.14218997223208524,0.0689446533174147
256,28,power_anisotropic,True,True,True,True,True,0.3277373193739957,0.04238153223708996,0.48687969576299267,0.23621166244640707
256,28,beta_skew_opposed,True,True,True,True,True,0.31217109130497495,0.04238153223708996,0.43185792828845204,0.21885580095141402
256,28,beta_edge_concentrated,True,True,True,True,True,0.2732056134924296,0.04238153223708996,0.12034208021765647,0.06738786728609607
256,29,power_anisotropic,True,True,True,True,True,0.31190668503099683,0.0872614291012771,0.5441836783005359,0.22739730918796375
256,29,beta_skew_opposed,True,True,True,True,True,0.2672012821855915,0.0872614291012771,0.4278494544080096,0.20501610223169192
256,29,beta_edge_concentrated,True,True,True,True,True,0.27353611392337057,0.0872614291012771,0.1735537437021637,0.07007117865466825
512,0,power_anisotropic,True,True,True,True,True,0.34490982632831696,0.03883069566245423,0.4806965468051969,0.23462469292257157
512,0,beta_skew_opposed,True,True,True,True,True,0.31706657191355503,0.03883069566245423,0.40144950557806613,0.21683850496464613
512,0,beta_edge_concentrated,True,True,True,True,True,0.2884898478050806,0.03883069566245423,0.1367924072568756,0.06963160016616532
512,1,power_anisotropic,True,True,True,True,True,0.33662225056461,0.034210679239565334,0.4904506197079495,0.22857537374532264
512,1,beta_skew_opposed,True,True,True,True,True,0.30573020383466626,0.034210679239565334,0.3973940582726645,0.21263341152359583
512,1,beta_edge_concentrated,True,True,True,True,True,0.2547648738068804,0.034210679239565334,0.1195843031681818,0.06767236555382841
512,2,power_anisotropic,True,True,True,True,True,0.34436240249384065,0.05404291588473409,0.46548825864317755,0.23010786146127457
512,2,beta_skew_opposed,True,True,True,True,True,0.31821804465058917,0.05404291588473409,0.4071642327398889,0.21564002057954682
512,2,beta_edge_concentrated,True,True,True,True,True,0.2598447070263878,0.05404291588473409,0.15078318350016096,0.06717463909249063
512,3,power_anisotropic,True,True,True,True,True,0.36349336706657615,0.04573833439638075,0.4489355721563712,0.23519514352838933
512,3,beta_skew_opposed,True,True,True,True,True,0.3506423528969356,0.04573833439638075,0.39569018955691,0.22305678932951367
