sample_index,maximum_level_total_error,maximum_parent_child_error,final_leaf_count
526,0.0,5.551115123125783e-17,1925
527,0.0,2.7755575615628914e-17,1425
528,2.220446049250313e-16,1.1102230246251565e-16,1343
529,2.220446049250313e-16,1.1102230246251565e-16,2069
530,2.220446049250313e-16,5.551115123125783e-17,1443
531,1.1102230246251565e-16,1.1102230246251565e-16,1499
532,2.220446049250313e-16,1.1102230246251565e-16,2067
533,0.0,1.1102230246251565e-16,2487
534,2.220446049250313e-16,5.551115123125783e-17,2067
535,2.220446049250313e-16,5.551115123125783e-17,1388
536,2.220446049250313e-16,1.1102230246251565e-16,1096
537,0.0,5.551115123125783e-17,1196
538,2.220446049250313e-16,1.1102230246251565e-16,889
539,2.220446049250313e-16,2.220446049250313e-16,1113
540,2.220446049250313e-16,1.1102230246251565e-16,790
541,2.220446049250313e-16,5.551115123125783e-17,1305
542,1.1102230246251565e-16,5.551115123125783e-17,1844
543,0.0,1.1102230246251565e-16,1945
544,2.220446049250313e-16,1.1102230246251565e-16,1363
545,2.220446049250313e-16,5.551115123125783e-17,2147
546,2.220446049250313e-16,5.551115123125783e-17,1330
547,2.220446049250313e-16,2.220446049250313e-16,1034
548,2.220446049250313e-16,1.1102230246251565e-16,1371
549,1.1102230246251565e-16,1.1102230246251565e-16,2501
550,2.220446049250313e-16,2.220446049250313e-16,1849
551,1.1102230246251565e-16,5.551115123125783e-17,1283
552,2.220446049250313e-16,1.1102230246251565e-16,1602
553,0.0,1.1102230246251565e-16,1180
554,2.220446049250313e-16,5.551115123125783e-17,1342
555,0.0,1.1102230246251565e-16,2221
556,2.220446049250313e-16,2.220446049250313e-16,1016
557,2.220446049250313e-16,1.1102230246251565e-16,960
558,0.0,5.551115123125783e-17,963
559,1.1102230246251565e-16,1.1102230246251565e-16,1802
560,2.220446049250313e-16,1.1102230246251565e-16,1134
561,1.1102230246251565e-16,1.1102230246251565e-16,986
562,0.0,5.551115123125783e-17,1152
563,1.1102230246251565e-16,1.1102230246251565e-16,1314
564,1.1102230246251565e-16,5.551115123125783e-17,1656
565,2.220446049250313e-16,1.1102230246251565e-16,1855
566,2.220446049250313e-16,5.551115123125783e-17,1160
567,1.1102230246251565e-16,1.1102230246251565e-16,2030
568,2.220446049250313e-16,2.220446049250313e-16,1382
569,0.0,5.551115123125783e-17,1200
570,1.1102230246251565e-16,1.1102230246251565e-16,1716
571,3.3306690738754696e-16,2.220446049250313e-16,1376
572,0.0,5.551115123125783e-17,1854
573,1.1102230246251565e-16,1.1102230246251565e-16,1625
574,1.1102230246251565e-16,1.1102230246251565e-16,1580
575,1.1102230246251565e-16,2.7755575615628914e-17,1357
576,2.220446049250313e-16,1.1102230246251565e-16,1664
577,1.1102230246251565e-16,5.551115123125783e-17,1438
578,0.0,2.7755575615628914e-17,2112
579,2.220446049250313e-16,2.220446049250313e-16,1702
580,0.0,5.551115123125783e-17,2077
581,0.0,1.1102230246251565e-16,750
582,2.220446049250313e-16,2.220446049250313e-16,1579
583,1.1102230246251565e-16,5.551115123125783e-17,975
584,1.1102230246251565e-16,5.551115123125783e-17,1679
585,1.1102230246251565e-16,1.1102230246251565e-16,1557
586,1.1102230246251565e-16,1.1102230246251565e-16,1304
587,1.1102230246251565e-16,1.1102230246251565e-16,1029
588,1.1102230246251565e-16,1.1102230246251565e-16,1569
589,0.0,2.7755575615628914e-17,2070
590,1.1102230246251565e-16,1.1102230246251565e-16,1961
591,2.220446049250313e-16,1.1102230246251565e-16,1375
592,2.220446049250313e-16,5.551115123125783e-17,1954
593,2.220446049250313e-16,1.1102230246251565e-16,1243
594,2.220446049250313e-16,1.1102230246251565e-16,1283
595,2.220446049250313e-16,1.1102230246251565e-16,1535
596,0.0,2.7755575615628914e-17,1868
597,0.0,1.1102230246251565e-16,1514
598,2.220446049250313e-16,1.1102230246251565e-16,1840
599,2.220446049250313e-16,1.1102230246251565e-16,1823
