sample_index,score,absolute_log_odds_change,violated_extension_stability
110,row_mad,0.5472948576190517,True
110,row_rank,0.11688311688311687,True
110,global_zscore,0.06443947324327315,True
111,raw,0.0,False
111,min_shift,0.0,False
111,row_zscore,0.46648136242262483,True
111,row_mad,0.425875666861362,True
111,row_rank,0.0,False
111,global_zscore,0.11778013960163047,True
112,raw,1.1102230246251565e-16,False
112,min_shift,1.1102230246251565e-16,False
112,row_zscore,0.013021748703145902,True
112,row_mad,0.04508486109873633,True
112,row_rank,0.03333333333333316,True
112,global_zscore,0.0020548858572695394,True
113,raw,0.0,False
113,min_shift,0.0,False
113,row_zscore,0.07318161027736744,True
113,row_mad,0.5700731308936778,True
113,row_rank,0.11904761904761896,True
113,global_zscore,0.03557689706659646,True
114,raw,1.1102230246251565e-16,False
114,min_shift,1.1102230246251565e-16,False
114,row_zscore,0.001050158576358367,True
114,row_mad,0.0008264939163111166,True
114,row_rank,0.0500000000000001,True
114,global_zscore,1.772560408926224e-05,True
115,raw,2.220446049250313e-16,False
115,min_shift,2.220446049250313e-16,False
115,row_zscore,0.33413749831270156,True
115,row_mad,0.3051310295813989,True
115,row_rank,0.025000000000000022,True
115,global_zscore,0.05651510303497409,True
116,raw,2.220446049250313e-16,False
116,min_shift,2.220446049250313e-16,False
116,row_zscore,1.858403974410419,True
116,row_mad,7.684663374870372,True
116,row_rank,0.4999999999999999,True
116,global_zscore,0.4230982162891357,True
117,raw,1.1102230246251565e-16,False
117,min_shift,1.1102230246251565e-16,False
117,row_zscore,0.06579196345172156,True
117,row_mad,0.22029415428979315,True
117,row_rank,0.02272727272727265,True
117,global_zscore,0.004857325362705223,True
118,raw,1.1796119636642288e-16,False
118,min_shift,1.1796119636642288e-16,False
118,row_zscore,0.006625649144425788,True
118,row_mad,0.0785912369798434,True
118,row_rank,0.031746031746031814,True
118,global_zscore,0.0018122558466390493,True
119,raw,1.1102230246251565e-16,False
119,min_shift,1.1102230246251565e-16,False
119,row_zscore,0.35101704857185495,True
119,row_mad,0.20879228859266674,True
119,row_rank,0.053571428571428714,True
119,global_zscore,0.10105225098960235,True
120,raw,8.881784197001252e-16,False
120,min_shift,8.881784197001252e-16,False
120,row_zscore,0.20318189640266016,True
120,row_mad,5.8770669867862075,True
120,row_rank,0.047619047619047616,True
120,global_zscore,0.18390224414781686,True
121,raw,0.0,False
121,min_shift,0.0,False
121,row_zscore,1.7591524914601566,True
121,row_mad,3.4879995768743832,True
121,row_rank,0.3749999999999999,True
121,global_zscore,0.4323377986904542,True
122,raw,0.0,False
122,min_shift,0.0,False
122,row_zscore,0.1637108337539095,True
122,row_mad,0.0,False
122,row_rank,0.10000000000000031,True
122,global_zscore,0.009643138283880415,True
123,raw,3.3306690738754696e-16,False
